unit_id,connection_type,technology,tier,rsp,state_or_territory,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
47507789,NBN very high speed services,HFC,500-990/50 Mbps,,NSW,FALSE,TRUE,20B0xxxxxx,93.19,92.63,93.62,93.2,92.94,93.36,34.27,9.83,38.29,34.5,21.2,37.6,10.03,8.64,18.52,10.26,9.12,13.25,0
1194577,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,D435xxxxxx,53.39,40.22,53.99,52.73,40.22,53.99,18.69,18.38,18.73,18.7,18.55,18.73,11.32,8.54,19.71,10.71,8.59,18.33,0
1188439,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,FALSE,FALSE,C4EAxxxxxx,48.4,29.67,51.04,48.26,40.33,51.02,18.65,6.67,18.78,18.66,18.3,18.76,7.49,6.98,11.75,7.54,7.01,11.44,0.07
21854297,NBN,HFC,100/40 Mbps,Dodo & iPrimus,NSW,FALSE,FALSE,C412xxxxxx,91.37,43.23,106.55,89.09,48.75,106.53,37.34,29.64,37.73,37.28,35.02,37.67,10.08,8.83,29.82,11.98,9.57,21.97,0.03
1028700,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,9842xxxxxx,52.91,38.47,55.4,50.88,38.76,55.02,18.96,18.74,19.12,18.94,18.8,19.02,11.82,10.98,25.74,13.18,10.99,19.72,0
2521437,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,FALSE,FALSE,D80Dxxxxxx,46.49,34.71,49.73,46.33,34.71,49.73,12.15,11.51,13.29,12.25,11.69,13.28,8.69,7.96,17.25,8.94,8.08,14.9,0.07
6986333,NBN,Fibre to the Node,50/20 Mbps,iiNet,ACT,TRUE,FALSE,A491xxxxxx,40.72,25.09,43.57,39.7,27.42,42.91,18.92,16.76,19.09,18.91,18.41,19.01,8.83,8.37,13.21,8.9,8.39,10.01,0.43
48464481,NBN very high speed services,HFC,500-990/50 Mbps,,NSW,FALSE,FALSE,CCF4xxxxxx,699.77,425.34,855.7,679.47,508.68,799.34,41.02,16.92,43.6,39.43,27.68,43.29,11.12,9.78,22.95,11.34,10.66,12.33,0.07
1188453,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,FALSE,FALSE,BC30xxxxxx,51.32,8.89,55.2,52.21,31.95,55.09,18.87,4.3,19.02,18.83,18.51,19.02,6.96,6.34,21.29,7.2,6.44,20.73,1.97
1027950,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,TRUE,FALSE,F8ABxxxxxx,40.31,23.56,41.61,39.86,24.41,41.59,13.82,11.55,14.85,13.77,13.04,14.82,8.69,8.11,13.23,8.85,8.19,13.23,0.07
2512757,NBN,Fibre to the Premises,50/20 Mbps,MyRepublic,VIC,FALSE,FALSE,1013xxxxxx,53.03,11.86,54.78,52.13,41.85,54.78,18.94,18.61,19.01,18.89,18.61,18.99,17.51,14.84,36.77,19.32,16.38,34.93,0.05
55458169,NBN,HFC,25/5 Mbps,TPG,NSW,FALSE,FALSE,C025xxxxxx,26.25,21.69,26.59,25.77,23.62,26.5,1,0.56,1.28,1.03,0.98,1.28,8.46,7.92,16.38,9.25,8.17,16.38,0.05
5071737,NBN,Fibre to the Node,100/40 Mbps,Telstra,NSW,TRUE,TRUE,1013xxxxxx,72.76,54.78,74.18,72.04,54.78,74.15,22.97,21.63,23.32,22.97,22.53,23.16,16.75,14.19,19.33,16.59,15.23,17.12,0.43
1354363,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,3C7Cxxxxxx,914.98,663.36,936.46,830.23,735.04,917.77,47.36,45.75,47.48,47.08,47.08,47.08,4.19,3.63,7.29,4.22,3.77,4.97,0.07
2210941,NBN,Fibre to the Premises,100/40 Mbps,iiNet,ACT,FALSE,FALSE,E41Fxxxxxx,90.66,51.02,93.76,90.26,62.97,93.54,37.51,32.45,37.74,37.15,33.28,37.73,5.72,5.52,15.27,5.86,5.59,7.45,0.17
23580797,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,ECF0xxxxxx,53.22,21.97,54.61,52.19,41.3,54.61,18.82,16.4,18.96,18.73,18.34,18.87,5.83,5.56,60.06,7.66,5.58,37.55,0.27
2219389,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,FALSE,FALSE,18F1xxxxxx,53.87,43.63,54.69,53.84,53.14,54.67,18.95,16.69,19.02,18.93,18.39,19,6.3,5.88,16.19,6.75,5.94,12.96,0.07
45564801,NBN,Fibre to the Curb,100/40 Mbps,Telstra,NSW,FALSE,FALSE,20B0xxxxxx,100.52,35.37,102.15,98.03,35.37,102.1,37.91,21.22,38.03,37.76,34.9,38,5.22,4.94,6.85,5.32,4.97,6.85,0
1194627,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,6CCDxxxxxx,356.82,8.16,936.49,283.83,46.84,775.36,47.03,29.29,47.46,45.86,29.29,47.41,3.3,2.45,36.82,6.32,2.57,36.82,0.1
1194629,NBN,Fibre to the Node,75/20 Mbps,Aussie Broadband,NSW,TRUE,FALSE,F8CAxxxxxx,63.24,45.31,66.08,61.42,45.82,66.08,18.9,3.99,19.19,18.59,11.82,18.99,8.29,7.77,16.54,8.79,7.93,11.82,0.1
53382789,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,1006xxxxxx,53.68,23.86,55.19,52.18,23.86,54.94,18.9,16.73,19.13,18.88,17.68,19.01,8.48,7.38,19.42,8.71,7.41,13.69,0.07
54368901,NBN,HFC,250/25 Mbps,MyRepublic,QLD,FALSE,FALSE,1013xxxxxx,266.69,164.46,273.97,248.15,164.46,273.52,22.69,1.46,23.78,23.59,23.46,23.67,24.11,23.28,35.29,25.07,23.93,35.29,0.06
2565257,NBN,Fibre to the Premises,100/40 Mbps,Optus,NSW,FALSE,FALSE,C891xxxxxx,108.33,92.5,109.31,107.53,102.86,109.31,37.55,36.25,38.16,37.49,37.09,37.64,3.48,2.86,20.54,3.33,2.86,4.13,0
26489993,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,5078xxxxxx,53.44,37.86,54.59,53.48,50.03,54.48,18.75,16.85,19.16,18.72,17.98,18.88,7.77,6.74,51.19,8.63,6.77,23.28,0.5
55458441,NBN,Fibre to the Premises,50/20 Mbps,Dodo & iPrimus,ACT,FALSE,FALSE,BC30xxxxxx,53.02,46.71,53.45,52.72,46.71,53.45,18.65,11.27,18.76,18.66,18.35,18.73,7.03,6.29,22.23,9.22,6.33,20.67,0.03
1354377,NBN,Fibre to the Curb,50/20 Mbps,TPG,NSW,FALSE,FALSE,74DAxxxxxx,52.51,40.94,53.82,51.57,40.94,53.67,18.76,17.51,18.93,18.75,18.47,18.89,4.72,4.31,10.24,4.87,4.38,6.51,0.07
4191113,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,ACT,FALSE,FALSE,305Axxxxxx,66.89,42.02,90.43,63.01,44.91,84.98,18.91,16.21,19.02,18.74,16.21,19.02,8.32,7.84,21.29,9.37,7.97,21.29,0
4329613,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,FALSE,FALSE,8C68xxxxxx,53.53,50.84,54.4,53.39,50.84,54.39,18.86,18.65,18.98,18.87,18.73,18.94,14.17,13.97,51.25,15.14,13.99,51.25,0.3
1196429,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,6003xxxxxx,51.49,24.76,53.97,48.13,24.76,53.97,18.87,16.71,19.04,18.59,16.71,19.03,17.3,16.85,62.02,18.03,16.85,26,0.03
53382797,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,F8CAxxxxxx,53.93,45.81,54.73,53.61,45.81,54.46,18.86,18.59,18.93,18.85,18.77,18.9,7.14,5.96,44.38,7.62,6.06,18.21,0.07
44732045,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,FALSE,FALSE,B4FBxxxxxx,33.71,8.68,61.8,21.46,8.68,56.83,4.07,1.26,7.28,2.28,1.26,4.02,54.7,51.13,70.5,55.47,51.24,70.5,0.04
2210959,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,ACT,FALSE,TRUE,A063xxxxxx,289.73,228.98,924.83,312.69,262.21,919.33,43.09,40.54,47.49,43.27,42.82,47.4,5.57,5.28,9.08,5.55,5.31,6.62,0
53382805,NBN,HFC,50/20 Mbps,Optus,NSW,FALSE,FALSE,D867xxxxxx,52.97,31.27,54.92,51.22,36.78,54.92,18.78,9.29,18.98,18.58,14.71,18.97,11.41,9.63,18.59,12.21,10,18.59,0
1188503,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,NSW,FALSE,FALSE,BC30xxxxxx,103.15,10.87,105.69,83.07,10.87,105.29,37.87,32.82,38.01,37.29,37.29,37.29,5.59,5.32,8.22,6.03,5.33,8.22,0.13
1354391,NBN,Fibre to the Curb,50/20 Mbps,Telstra,NSW,FALSE,FALSE,BC30xxxxxx,53.39,37.94,54.95,53.43,41.55,54.95,18.75,15.81,18.87,18.63,18.1,18.84,7.01,6.36,12.55,7.02,6.36,8.13,0.1
1188505,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,FALSE,FALSE,1013xxxxxx,53.14,31.42,55.17,52.47,31.42,55.06,18.97,17.46,19.2,18.95,18.39,19.2,8.06,5.93,18.03,8.2,5.94,12.35,0.17
2211225,NBN,Fibre to the Premises,100/40 Mbps,MyRepublic,NSW,FALSE,FALSE,5CA5xxxxxx,103.86,55.48,111.37,103.37,67.84,111.37,38.88,30.33,43.92,39.11,33.8,41.7,9.27,6.96,45.6,9.24,8.7,13.41,0.5
1028764,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,FALSE,FALSE,9842xxxxxx,51.17,36.96,52.15,50.93,46.42,52.07,18.92,17.6,19.12,18.87,17.66,19.12,18.62,13.66,32.24,18.52,13.76,26.28,0
55187101,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,FALSE,FALSE,1491xxxxxx,32.34,1.85,62.62,22.03,1.85,62.06,3.44,0.65,6.97,2.15,1.16,3.38,43.69,34.62,215.35,45.46,35.05,95.38,0.57
1354397,NBN very high speed services,HFC,500-990/50 Mbps,,NSW,FALSE,FALSE,18F1xxxxxx,880.88,477.66,935.23,795.17,477.66,912.39,46.57,24.09,47.49,45.43,39.32,47.35,10.73,9.37,18.48,11.49,9.82,18.48,0.1
1194655,NBN,Fibre to the Premises,50/20 Mbps,Telstra,NSW,FALSE,FALSE,D435xxxxxx,53.83,41.85,55.02,53.86,49.58,54.94,18.92,17.4,19.04,18.85,18.21,18.98,4.51,3.73,6.22,4.46,3.75,5.41,0
1354399,NBN,Fibre to the Curb,50/20 Mbps,TPG,NSW,FALSE,FALSE,50D4xxxxxx,52.87,34.18,53.74,52.95,47.6,53.74,18.8,15.13,18.96,18.7,17.84,18.92,6.36,6.21,315.09,6.38,6.21,6.88,0.15
2521507,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,18F1xxxxxx,54.07,39.75,54.64,53.78,39.75,54.64,18.85,17.81,18.99,18.86,18.78,18.9,6.84,5.89,53.77,7.37,6.03,26.99,0.1
54368933,NBN,HFC,100/40 Mbps,Optus,NSW,FALSE,FALSE,5CB1xxxxxx,107.67,74.45,110.33,106.41,87.42,110.33,37.01,21.92,38.02,37.25,35.5,37.88,10.33,8.37,13.01,10.79,9.46,11.96,0
48464553,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,TRUE,TRUE,444Exxxxxx,35.63,26.81,36.36,35.21,27.32,36.36,8.99,7.52,9.51,8.94,8.06,9.37,14.97,13.23,24.23,15.17,13.23,24.23,0.03
2210985,NBN,Fibre to the Premises,50/20 Mbps,Optus,ACT,FALSE,FALSE,04D9xxxxxx,53.74,10.31,54.68,53.37,33.33,54.51,18.84,7.66,18.92,18.85,18.66,18.9,8.37,5.95,108.23,8.64,6.63,13.55,0.27
11285677,NBN,HFC,50/20 Mbps,MyRepublic,VIC,FALSE,FALSE,1013xxxxxx,53.48,9.53,54.72,54.17,52.29,54.68,18.89,13.18,19.19,18.89,18.74,18.97,23.54,21.59,39.69,24.82,23.06,36.37,0.07
55458221,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,ACT,FALSE,FALSE,18F1xxxxxx,51.87,47.16,53.94,51.76,47.16,53.41,18.83,18.17,18.93,18.81,18.17,18.88,12.38,10.98,15.77,12.48,12.09,15.77,15.77
29843373,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,NSW,FALSE,FALSE,3C7Cxxxxxx,106.98,77.72,109.51,105.77,77.72,108.91,18.91,17.49,19.04,18.92,18.7,19,10.38,8.5,16.29,10.68,9.45,16.29,0
39876781,NBN,Fibre to the Curb,50/20 Mbps,Optus,NSW,FALSE,FALSE,48D2xxxxxx,53.77,40.42,55.32,52.96,43.77,55.04,18.65,17.92,18.95,18.63,18.49,18.69,7.14,6.13,14.9,7.23,6.35,8.44,0.1
1347759,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,9CC9xxxxxx,615.05,8.63,936.89,462.04,8.63,756.85,47.1,30.34,47.49,45.5,30.34,47.42,4.64,3.18,60.6,9.93,3.55,60.6,0
26490033,NBN,Fibre to the Node,50/20 Mbps,Optus,WA,FALSE,FALSE,18F1xxxxxx,54.26,36.17,54.8,53.91,36.17,54.68,18.23,16.39,18.62,18.22,17.74,18.53,64.5,61.66,103.54,64.67,61.66,67.7,1.03
3880881,NBN,Fibre to the Node,25/10 Mbps,Superloop,NSW,FALSE,FALSE,247Fxxxxxx,24.94,13.3,25.76,24.53,14.33,25.76,9.46,8.41,9.52,9.45,9.17,9.52,10.75,10.02,19.39,11.37,10.21,19.39,0.05
1028790,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,9C3Dxxxxxx,53.25,33.02,54.01,52.79,33.02,53.95,18.41,15.15,19.04,18.49,16.79,19.02,15.86,13.06,23.97,15.71,13.51,23.21,0.23
44032953,NBN,Fibre to the Node,50/20 Mbps,Vodafone,NSW,FALSE,FALSE,20B0xxxxxx,52.93,41.16,53.97,51.74,41.16,53.93,12.42,1.63,12.95,12.42,11.6,12.7,6.55,6.46,17.13,6.8,6.47,12.22,0.03
23486909,NBN,Fibre to the Curb,50/20 Mbps,Optus,NSW,FALSE,FALSE,5CB1xxxxxx,53.71,34.54,55.17,52.37,34.54,54.93,18.61,15.87,18.96,18.59,18.32,18.96,5.49,5.27,12.98,5.6,5.31,12.98,0
1028800,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,TRUE,FALSE,5CB1xxxxxx,42.91,25.82,44.73,43.15,35.3,44.47,13.93,8.76,14.13,13.45,8.76,14,8.92,7.7,17.02,9.01,7.77,11.96,0.03
4329409,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,FALSE,FALSE,A0ABxxxxxx,49.94,29.69,51.54,50.07,40.18,51.51,14.4,10.68,15.04,14.37,11.36,14.86,7.53,7.13,40.01,8.76,7.26,40.01,0.27
2142657,NBN,HFC,100/40 Mbps,TPG,NSW,FALSE,FALSE,34E8xxxxxx,106.71,88.63,108.06,105.71,88.63,107.83,37.56,24.93,37.86,37.59,37.45,37.67,11.53,11.01,15.86,11.72,11.37,15.86,0.47
1029313,NBN,Fibre to the Node,50/20 Mbps,TPG,NSW,FALSE,FALSE,A4CAxxxxxx,49.22,10.22,53.17,48.37,10.22,51.66,18.82,17.8,19.01,18.76,17.8,18.87,7.4,6.94,10.03,7.56,7.04,8.83,0.33
2211009,NBN,Fibre to the Premises,100/40 Mbps,Exetel,NSW,FALSE,FALSE,0011xxxxxx,107.18,37.78,108.95,105.62,37.78,108.95,37.55,34.16,37.78,37.67,37.47,37.76,1.95,1.42,9.18,1.99,1.42,9.18,0.11
6986437,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,0418xxxxxx,775.52,253.44,919.5,673.24,255.33,886.85,47.03,44.87,47.14,47.03,46.48,47.12,3.62,3.52,4.18,3.6,3.53,3.81,0
53382857,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,76ACxxxxxx,921.59,799.05,936.74,913.57,799.05,933.56,47.15,45.64,47.44,47.05,46.06,47.34,2.51,2.42,3.72,2.58,2.44,3.72,0.17
4329677,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,FALSE,FALSE,E0B9xxxxxx,49.28,42.31,51.06,49.03,42.31,50.72,9.84,8.67,10.53,9.75,8.9,10.45,8.55,7.26,20.73,9.18,7.31,15.61,0.07
13097165,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,ACT,FALSE,FALSE,788Axxxxxx,90.69,22.7,100.29,91.99,22.7,100.29,36.99,32.73,37.89,36.73,33.55,37.53,10.94,9.5,30.23,12.85,9.54,27.96,0
1347791,NBN,Fibre to the Premises,100/40 Mbps,TPG,NSW,FALSE,FALSE,6C70xxxxxx,107.5,105.3,107.81,107.62,107.59,107.64,37.54,34.09,37.69,,,,3.35,3.13,4.61,3.34,3.13,3.5,0
1029329,NBN,Fibre to the Premises,100/20 Mbps,Optus,NSW,FALSE,FALSE,6466xxxxxx,107.22,78.15,110.62,103.68,78.15,109.3,18.62,17.75,18.68,18.57,18.3,18.67,2.69,2.38,15.76,2.79,2.39,4.29,0.03
55105233,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,2CC8xxxxxx,927.19,609.38,938.56,916.05,609.38,938.19,47.33,44.5,47.49,47.23,44.5,47.45,2.13,1.85,7.3,2.36,1.86,6.17,0
33093585,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,ACT,FALSE,FALSE,D80Dxxxxxx,26.84,16.43,27.46,26.66,16.43,27.43,9.27,5.99,9.56,9.31,7.63,9.53,11.11,10.92,14.08,11.23,10.95,12.37,0.52
2211027,NBN,Fibre to the Premises,100/40 Mbps,Optus,VIC,FALSE,FALSE,9CC9xxxxxx,107.22,4.83,109.45,106.45,82.14,109.35,37.79,32.88,38.04,37.63,34.93,38,15.5,14.83,75.64,15.85,14.85,24.44,0
11285717,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,0C80xxxxxx,47.53,2.97,52.81,47.97,18.2,52.68,18.55,11.42,18.91,18.55,16.17,18.91,7.93,5.76,50.84,9.97,5.82,50.84,0.3
55458261,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,VIC,FALSE,FALSE,C471xxxxxx,43.74,32.26,44.7,43.37,32.26,44.7,10.46,9.74,11.96,10.53,9.92,11.96,26.64,23.98,29.58,26.74,24.63,28.94,0
1028824,NBN,Fibre to the Node,50/20 Mbps,TPG,NSW,FALSE,FALSE,28EExxxxxx,53.26,45.01,53.69,53.07,45.07,53.67,18.85,18.07,18.95,18.86,18.79,18.91,14.17,13.92,22.88,14.52,13.92,20.63,0.03
4719073,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,405Dxxxxxx,901.45,504.08,936.64,877.69,504.08,936.49,47.36,45.61,47.48,47.38,47.21,47.45,3.97,3.81,11.13,4.17,3.81,11.13,0
26490081,NBN,HFC,100/40 Mbps,Aussie Broadband,NSW,FALSE,FALSE,3C37xxxxxx,85.83,64.11,88.11,84.66,64.11,88.1,29.66,0.62,36.29,27.69,16.35,35.79,10.35,8.43,26.71,11.43,9.22,26.71,0.2
21854433,NBN,HFC,100/20 Mbps,Optus,NSW,FALSE,FALSE,44D4xxxxxx,108.3,98.28,110.57,107.72,98.28,109.4,18.45,12.03,19.53,18.61,18.03,19.22,9.65,8.47,22.18,9.9,9.03,10.71,0
1188323,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,FALSE,FALSE,F46Bxxxxxx,48.49,17.76,55.22,48,25.55,55.22,16.63,7.52,19.13,16.22,7.77,19.03,9.2,6.91,12.78,9.37,6.92,12.75,0.03
1347813,NBN,Fibre to the Node,100/40 Mbps,iiNet,NSW,FALSE,FALSE,C4EAxxxxxx,82.07,71.08,82.71,81.95,71.08,82.68,30.95,30.15,31.13,30.98,30.79,31.1,5.87,5.61,8.28,5.97,5.64,8.28,0
33093605,NBN,Fibre to the Node,25/5 Mbps,iiNet,ACT,FALSE,FALSE,A040xxxxxx,26.54,20.65,26.7,26.44,20.65,26.69,4.52,3.89,4.67,4.5,3.89,4.59,11.52,11.39,13.67,11.57,11.45,12.48,0.07
5072105,NBN,HFC,250/25 Mbps,Aussie Broadband,NSW,FALSE,FALSE,9CC9xxxxxx,270.83,236.73,274.45,269.35,236.73,272.91,23.34,14.31,23.76,23.51,23.2,23.69,9.8,9.28,15.61,10.08,9.47,13.86,0
2260975,NBN,Fibre to the Premises,100/40 Mbps,Optus,NSW,FALSE,FALSE,78C1xxxxxx,104.82,1.92,109.14,107.79,100.39,108.84,37.65,34.57,37.77,37.6,37.05,37.74,3.59,3.07,30,3.27,3.09,3.77,0
4991217,NBN,Fibre to the Node,25/10 Mbps,iiNet,NSW,FALSE,FALSE,989Bxxxxxx,23.56,21.32,24.1,23.5,21.32,23.95,9.38,8.73,9.48,9.38,9.27,9.47,7.13,7.02,9.81,7.15,7.04,8.41,0.03
2260977,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,NSW,FALSE,FALSE,18F1xxxxxx,26.77,17.54,27.41,26.34,17.54,27.38,9.47,4.36,9.54,9.46,9.34,9.52,10.43,9.63,14.84,10.72,9.81,13.69,0
24028913,NBN,HFC,100/40 Mbps,Telstra,NSW,FALSE,FALSE,BC30xxxxxx,108.32,99.17,109.91,106.86,102.19,109.28,36.36,11.37,37.69,35.01,24.13,37.5,9.68,8.14,13.99,10.04,8.98,12.1,0.03
2219251,NBN,Fibre to the Premises,100/20 Mbps,Superloop,NSW,FALSE,FALSE,3C7Cxxxxxx,103.47,38.61,106.83,100.44,69.06,106.47,17.43,4.77,18.98,15.73,12.4,18.82,7.03,5.25,33.81,8.47,5.78,33.18,0.27
4329461,NBN,Fibre to the Node,50/20 Mbps,TPG,NSW,TRUE,TRUE,34E8xxxxxx,31.96,18.78,33.81,31.23,24.17,33.69,6.9,6.06,8.81,7.01,6.06,8.55,10.16,9.31,21.51,10.62,9.34,21.51,0.1
45564661,NBN,HFC,100/40 Mbps,Optus,NSW,FALSE,FALSE,ECBExxxxxx,108.71,94.3,109.82,108.4,94.3,109.69,37.45,36.44,38.09,37.42,36.81,37.67,10.09,8.87,22.8,10.15,9.19,11.29,0.03
2260985,NBN,Fibre to the Premises,100/40 Mbps,Exetel,NSW,FALSE,FALSE,0836xxxxxx,107.11,56.6,109.17,104.25,56.6,108.95,37.67,35.47,37.79,37.35,35.47,37.77,6.12,5.9,30.07,7.83,5.95,30.07,0.03
1029369,NBN,Fibre to the Premises,250/25 Mbps,Optus,NSW,FALSE,FALSE,7C26xxxxxx,272.61,260.71,278.35,273.03,265.45,278.35,23.54,22.92,24.28,23.53,23.07,23.82,7.33,7.06,15.86,7.35,7.07,9.72,0
4441337,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,TRUE,TRUE,A491xxxxxx,36.63,22.27,37,36.07,22.27,36.97,6.98,6.27,7.74,7.01,6.49,7.59,9.81,9.44,14.23,10.13,9.52,12.28,0.07
2260987,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,FALSE,FALSE,24DFxxxxxx,46.33,23.75,57.95,44.42,28.4,55.59,4.62,1.66,6.99,4.41,3.07,5.39,61.22,51.69,88.31,63.03,52.97,88.31,0.33
47354877,NBN,Fibre to the Premises,250/25 Mbps,Superloop,NSW,FALSE,FALSE,74B6xxxxxx,174.47,72.96,250.1,171.16,72.96,249.88,19.4,4.66,22.9,19.89,9.81,22.8,14.64,12.87,41.07,14.89,13.1,28.96,0.43
2219263,NBN,Fibre to the Premises,100/40 Mbps,Exetel,NSW,FALSE,FALSE,AC9Exxxxxx,82.84,0.69,113.41,65.75,15.1,108.06,37.72,37.01,37.79,37.69,37.48,37.76,3.94,3.8,4.45,3.99,3.91,4.3,0.03
48370433,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,3431xxxxxx,35.85,6.02,67.83,26.83,6.02,61.03,4.1,0.8,6.98,2.76,0.8,4.88,39.74,35.32,52.06,40.19,36.28,49.1,0.07
45564673,NBN,Fibre to the Node,100/40 Mbps,Telstra,VIC,FALSE,FALSE,28BDxxxxxx,94.27,69.7,105.33,94.99,83.31,105.33,35.56,20.68,36.81,35.22,34.3,36.29,10.38,9.2,13.07,10.36,9.65,11.31,0.03
23244549,NBN very high speed services,HFC,500-990/50 Mbps,,VIC,FALSE,FALSE,6045xxxxxx,901.34,665.34,938.92,884.08,665.34,938.7,46.51,0.05,47.35,45.97,35.34,47.28,9.75,7.87,15.58,10.04,8.47,15.58,0.83
2260999,NBN,Fibre to the Premises,100/20 Mbps,Other RSPs,TAS,FALSE,FALSE,40B0xxxxxx,107.33,88.98,109.17,106.96,99.1,109.17,18.04,17.51,18.25,18.03,17.73,18.24,16.22,14.88,21.33,16.17,15.07,20.75,0.03
56314889,NBN,HFC,250/25 Mbps,Aussie Broadband,VIC,FALSE,FALSE,20B0xxxxxx,267.53,212.49,272.86,267.18,249.81,271.52,22.72,18.15,23.14,22.67,20.32,23.05,9.33,8.14,34.99,11.07,8.84,34.99,0.29
2211085,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,TAS,FALSE,FALSE,2C30xxxxxx,765.25,410.66,933.93,719.01,411.55,897.11,45.67,44.93,45.97,45.61,45.26,45.86,12.95,11.79,17.9,13.15,11.9,15.81,0
24454673,NBN,HFC,100/20 Mbps,TPG,VIC,FALSE,FALSE,C006xxxxxx,93.43,88.82,100.55,93.84,90.17,100.35,19.72,5.15,22.75,18.81,8.85,22.23,9.45,7.94,13.37,9.97,8.66,12.56,0.08
49336353,NBN,Fibre to the Node,12/1 Mbps,TPG,NT + SA,FALSE,FALSE,DCEExxxxxx,12.55,12.46,12.66,12.55,12.52,12.59,0.92,0.81,0.97,0.91,0.9,0.92,20.48,18.24,21.07,20.35,18.84,20.66,0.13
5071909,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,FALSE,FALSE,E03Fxxxxxx,40.76,12.93,42.45,38.95,12.93,42.45,17.44,15.99,17.71,17.41,16.55,17.63,6.1,5.5,10.8,6.35,5.89,10.8,0.1
4803381,NBN,Fibre to the Premises,100/40 Mbps,Telstra,NT + SA,FALSE,FALSE,20B0xxxxxx,107.98,87.51,110.66,105.12,87.51,110.66,36.25,32.11,36.8,36.23,36.02,36.42,42.39,40.78,86.74,42.49,40.81,46.62,0
39011129,NBN,Fibre to the Curb,100/40 Mbps,Optus,NT + SA,FALSE,FALSE,6466xxxxxx,74.63,46.53,80.44,72.16,46.53,80.28,33.94,28.26,36.53,33.6,28.51,36.28,16.74,15.15,23.85,16.75,15.23,22.21,0
48464441,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,FALSE,FALSE,0836xxxxxx,897.65,600.96,934.24,854.66,600.96,933.47,45.58,42.42,46.02,45.23,43.23,45.95,2.16,1.65,6.03,2.69,1.89,6.03,0.08
